	t	x	N	truthB	truthW	
  0.0676   0.5029 680.0000   0.0585   0.0769 
  0.0881   0.5062 885.0000   0.0737   0.1030 
  0.1251   0.5289 951.0000   0.1392   0.1094 
  0.4142   0.4358 1253.0000   0.3553   0.4597 
  0.0944   0.4792 1367.0000   0.0519   0.1334 
  0.1390   0.4728 1417.0000   0.0896   0.1834 
  0.0385   0.5226 442.0000   0.0000   0.0806 
  0.1058   0.4274 964.0000   0.0607   0.1395 
  0.2973   0.4845 582.0000   0.2411   0.3500 
  0.1325   0.4835 1245.0000   0.1296   0.1353 
  0.3562   0.4485 1679.0000   0.2696   0.4266 
  0.2769   0.4680 1607.0000   0.2314   0.3170 
  0.2477   0.4615 1183.0000   0.1960   0.2920 
  0.2679   0.5237 1161.0000   0.2484   0.2893 
  0.1648   0.5028 710.0000   0.1933   0.1360 
  0.2202   0.4727 1576.0000   0.2067   0.2323 
  0.2225   0.5323 1811.0000   0.1784   0.2727 
  0.0614   0.4883 1759.0000   0.0733   0.0500 
  0.0727   0.5263 399.0000   0.0381   0.1111 
  0.4188   0.4496 1528.0000   0.3799   0.4507 
  0.6811   0.3787 668.0000   0.7431   0.6434 
  0.0250   0.5038 919.0000   0.0281   0.0219 
  0.1012   0.5587 682.0000   0.0919   0.1130 
  0.1900   0.4614 1426.0000   0.1550   0.2201 
  0.3437   0.4606 1027.0000   0.3108   0.3718 
  0.2480   0.4743 1109.0000   0.2129   0.2796 
  0.2415   0.4754 915.0000   0.1402   0.3333 
  0.4132   0.4696 1186.0000   0.3770   0.4452 
  0.0658   0.5101 1337.0000   0.0733   0.0580 
  0.1035   0.5051 1671.0000   0.0829   0.1245 
  0.0475   0.5173 1011.0000   0.0268   0.0697 
  0.0628   0.5350 972.0000   0.0596   0.0664 
  0.0923   0.4871 932.0000   0.0198   0.1611 
  0.0530   0.4822 1605.0000   0.0530   0.0529 
  0.0895   0.5302 1307.0000   0.0722   0.1091 
  0.0778   0.5179 1427.0000   0.0825   0.0727 
  0.0801   0.5189 3097.0000   0.0865   0.0732 
  0.0634   0.4794 993.0000   0.0420   0.0832 
  0.0866   0.4679 2449.0000   0.0620   0.1082 
  0.0447   0.4813 1521.0000   0.0287   0.0596 
  0.1613   0.4650 1643.0000   0.1401   0.1797 
  0.0758   0.4705 950.0000   0.0694   0.0815 
  0.1069   0.4856 1983.0000   0.0987   0.1147 
  0.0583   0.4560 2932.0000   0.0486   0.0665 
  0.0866   0.4784 1409.0000   0.0668   0.1048 
  0.1023   0.4920 1740.0000   0.0923   0.1120 
  0.0753   0.5076 1513.0000   0.0417   0.1101 
  0.1719   0.4828 669.0000   0.1053   0.2341 
  0.0733   0.4634 805.0000   0.0724   0.0741 
  0.1442   0.5000 728.0000   0.1703   0.1181 
  0.1753   0.4939 1221.0000   0.1708   0.1796 
  0.4754   0.6010 2055.0000   0.4607   0.4976 
  0.2441   0.6614 127.0000   0.2738   0.1860 
  0.0295   0.4790 2000.0000   0.0376   0.0221 
  0.3106   0.4329 1587.0000   0.2664   0.3444 
  0.2401   0.3907 604.0000   0.1949   0.2690 
  0.2483   0.5243 1482.0000   0.2535   0.2426 
  0.1249   0.4674 1057.0000   0.1356   0.1155 
  0.1745   0.4349 699.0000   0.1546   0.1899 
  0.0667   0.4505 555.0000   0.0480   0.0820 
  0.0745   0.4716 564.0000   0.0451   0.1007 
  0.4728   0.4606 1066.0000   0.4827   0.4643 
  0.0590   0.4497 576.0000   0.0772   0.0442 
  0.1107   0.4416 985.0000   0.0667   0.1455 
  0.7096   0.3783 637.0000   0.6349   0.7551 
  0.2905   0.4860 358.0000   0.3678   0.2174 
  0.5535   0.7799 159.0000   0.5081   0.7143 
  0.2921   0.5280 517.0000   0.3223   0.2582 
  0.4356   0.6000 225.0000   0.3259   0.6000 
  0.5262   0.5762 420.0000   0.5165   0.5393 
  0.1699   0.5579 665.0000   0.1671   0.1735 
  0.4387   0.5858 408.0000   0.4393   0.4379 
  0.3913   0.4099 805.0000   0.3667   0.4084 
  0.0732   0.4724 779.0000   0.0761   0.0706 
  0.0180   0.4414 333.0000   0.0204   0.0161 
  0.0041   0.4969 1471.0000   0.0082   0.0000 
  0.1437   0.3789 995.0000   0.1167   0.1602 
  0.1676   0.4561 1366.0000   0.1926   0.1467 
  0.4369   0.4689 563.0000   0.5152   0.3679 
  0.6561   0.6242 942.0000   0.5816   0.7797 
  0.1264   0.4485 1329.0000   0.0940   0.1528 
  0.0690   0.5060 1160.0000   0.0204   0.1187 
  0.0760   0.5128 2381.0000   0.0639   0.0888 
  0.0601   0.4842 2348.0000   0.0510   0.0685 
  0.0151   0.4699 996.0000   0.0321   0.0000 
  0.0462   0.4892 650.0000   0.0629   0.0301 
  0.0205   0.4937 1268.0000   0.0096   0.0312 
  0.2029   0.5150 769.0000   0.1869   0.2198 
  0.0525   0.5003 1829.0000   0.0525   0.0525 
  0.1239   0.4793 1404.0000   0.1218   0.1259 
  0.1116   0.4821 1174.0000   0.1078   0.1151 
  0.2677   0.4251 1061.0000   0.2106   0.3098 
  0.0301   0.4518 1660.0000   0.0107   0.0462 
  0.3976   0.5005 913.0000   0.4223   0.3728 
  0.1093   0.4789 1564.0000   0.0668   0.1485 
  0.4395   0.3408 446.0000   0.5724   0.3707 
  0.0568   0.4069 757.0000   0.0422   0.0668 
  0.0000   0.3400  50.0000   0.0000   0.0000 
  0.0896   0.5169 915.0000   0.1078   0.0701 
  0.0211   0.4587 1042.0000   0.0105   0.0301 
  0.0899   0.4808 1668.0000   0.0561   0.1212 
  0.0293   0.4461 751.0000   0.0179   0.0385 
  0.0300   0.4496 1568.0000   0.0199   0.0382 
  0.0579   0.5071 777.0000   0.0533   0.0627 
  0.0725   0.3851 966.0000   0.0726   0.0724 
  0.0198   0.4959 857.0000   0.0212   0.0185 
  0.0976   0.4810 1476.0000   0.0563   0.1358 
  0.0220   0.5148 1591.0000   0.0122   0.0324 
  0.0932   0.4683 1373.0000   0.0824   0.1027 
  0.1653   0.4918 732.0000   0.1861   0.1452 
  0.0463   0.4782 2656.0000   0.0323   0.0592 
  0.0323   0.4657 1765.0000   0.0596   0.0085 
  0.0156   0.4168 703.0000   0.0000   0.0268 
  0.0501   0.4756 818.0000   0.0746   0.0280 
  0.3593   0.4604 782.0000   0.3028   0.4076 
  0.0758   0.4970 501.0000   0.0321   0.1190 
  0.1237   0.4505 2191.0000   0.1226   0.1246 
  0.0598   0.4742 987.0000   0.0000   0.1137 
  0.1008   0.5110 2182.0000   0.1157   0.0853 
  0.2148   0.4245 1145.0000   0.2263   0.2064 
  0.2152   0.4631 948.0000   0.1800   0.2456 
  0.1684   0.4502 873.0000   0.1908   0.1500 
  0.1373   0.4993 721.0000   0.0639   0.2105 
  0.1187   0.4713 800.0000   0.1141   0.1229 
  0.3837   0.4791 430.0000   0.3981   0.3705 
  0.3515   0.4728 404.0000   0.3298   0.3709 
  0.1478   0.4631 609.0000   0.0887   0.1988 
  0.3414   0.4320 618.0000   0.3221   0.3561 
  0.3844   0.5646 294.0000   0.4277   0.3281 
  0.1226   0.4774 1395.0000   0.0946   0.1481 
  0.0197   0.5015 1621.0000   0.0185   0.0210 
  0.1007   0.4245 735.0000   0.1026   0.0993 
  0.1018   0.4413 766.0000   0.1095   0.0958 
  0.4491   0.4167 216.0000   0.5000   0.4127 
  0.2403   0.5009 541.0000   0.1661   0.3148 
  0.4993   0.3528 1440.0000   0.4528   0.5247 
  0.1874   0.4226 1046.0000   0.1063   0.2467 
  0.3257   0.4291 832.0000   0.3417   0.3137 
  0.1172   0.4069 290.0000   0.0678   0.1512 
  0.1124   0.4478 996.0000   0.1054   0.1182 
  0.0082   0.4405 849.0000   0.0000   0.0147 
  0.0179   0.4510 725.0000   0.0214   0.0151 
  0.0624   0.5305 705.0000   0.0267   0.1027 
  0.1481   0.4287 1269.0000   0.1268   0.1641 
  0.0000   0.6304  46.0000   0.0000   0.0000 
  0.2233   0.5000 712.0000   0.2219   0.2247 
  0.0208   0.5009 1058.0000   0.0000   0.0417 
  0.1154   0.4734 771.0000   0.1397   0.0936 
  0.0214   0.4404 747.0000   0.0182   0.0239 
  0.0361   0.5335 2107.0000   0.0347   0.0376 
  0.0452   0.5100 753.0000   0.0182   0.0732 
  0.0698   0.4979 1175.0000   0.0650   0.0746 
  0.0105   0.4697 1139.0000   0.0224   0.0000 
  0.2082   0.4610 1052.0000   0.1629   0.2469 
  0.0653   0.5441 873.0000   0.0358   0.1005 
  0.0378   0.5000 872.0000   0.0298   0.0459 
  0.1521   0.4794 1769.0000   0.1191   0.1824 
  0.0258   0.4858 1509.0000   0.0164   0.0348 
  0.0706   0.5244 1968.0000   0.0475   0.0962 
  0.0428   0.5225 1309.0000   0.0424   0.0432 
  0.1413   0.4549 899.0000   0.1296   0.1510 
  0.1055   0.5169 768.0000   0.1159   0.0943 
  0.0335   0.5074 1283.0000   0.0292   0.0380 
  0.1761   0.4919 988.0000   0.1481   0.2032 
  0.0625   0.3722 352.0000   0.0611   0.0633 
  0.0844   0.4659 1292.0000   0.0648   0.1014 
  0.1624   0.4855 1238.0000   0.1614   0.1633 
  0.0471   0.5146 1782.0000   0.0578   0.0358 
  0.0589   0.4650 1256.0000   0.0582   0.0595 
  0.0535   0.5021 1177.0000   0.0575   0.0495 
  0.0216   0.4479 835.0000   0.0000   0.0390 
  0.1583   0.5115 1042.0000   0.1538   0.1631 
  0.0932   0.4691 1277.0000   0.0935   0.0929 
  0.0625   0.4562 1633.0000   0.0430   0.0788 
  0.0450   0.4775 955.0000   0.0461   0.0441 
  0.3224   0.4811 794.0000   0.2906   0.3519 
  0.2506   0.4812 850.0000   0.2005   0.2971 
  0.3075   0.4342 1405.0000   0.2721   0.3346 
  0.3711   0.4890 636.0000   0.3183   0.4215 
  0.2018   0.4904 1199.0000   0.1616   0.2406 
  0.2427   0.5445 1405.0000   0.2209   0.2687 
  0.2921   0.4969 1123.0000   0.2670   0.3168 
  0.0575   0.5140 609.0000   0.0383   0.0777 
  0.2357   0.4763 802.0000   0.2487   0.2238 
  0.4691   0.5509 648.0000   0.4034   0.5498 
  0.1484   0.4788 566.0000   0.0886   0.2034 
  0.1721   0.4964 1110.0000   0.1198   0.2236 
  0.4497   0.4062 1381.0000   0.3405   0.5244 
  0.3391   0.4035 575.0000   0.2586   0.3936 
  0.5059   0.4651 759.0000   0.4533   0.5517 
  0.0099   0.5185 2916.0000   0.0040   0.0164 
  0.0549   0.5086 2841.0000   0.0574   0.0523 
  0.1386   0.4940 1075.0000   0.1073   0.1691 
  0.2196   0.5028 3980.0000   0.1669   0.2729 
  0.1253   0.4724 1700.0000   0.0971   0.1505 
  0.1674   0.4770 2264.0000   0.1472   0.1858 
  0.0951   0.4024 410.0000   0.0000   0.1592 
  0.2840   0.4320 588.0000   0.2244   0.3293 
  0.1766   0.5103 923.0000   0.1507   0.2035 
  0.1516   0.4434 1148.0000   0.1395   0.1612 
  0.0715   0.4902 1734.0000   0.0576   0.0848 
  0.0967   0.5066 1220.0000   0.0841   0.1096 
  0.1166   0.4837 918.0000   0.0563   0.1730 
  0.0951   0.4864 810.0000   0.0635   0.1250 
  0.1643   0.4951 1339.0000   0.1508   0.1775 
  0.1434   0.4796 1053.0000   0.1386   0.1478 
  0.2383   0.4686 1003.0000   0.2617   0.2176 
  0.2279   0.5361 996.0000   0.1966   0.2641 
  0.2563   0.4724 1143.0000   0.2574   0.2554 
  0.3640   0.4404 445.0000   0.2755   0.4337 
  0.2749   0.5169 1124.0000   0.2496   0.3020 
  0.2034   0.5220 703.0000   0.1635   0.2470 
  0.4427   0.4448 1947.0000   0.4284   0.4542 
  0.4816   0.5175 1140.0000   0.4712   0.4927 
  0.0000   0.6154  26.0000   0.0000   0.0000 
  0.1255   0.4608 829.0000   0.1152   0.1342 
  0.0254   0.5270 907.0000   0.0167   0.0350 
  0.0798   0.4300 1165.0000   0.0399   0.1099 
  0.2670   0.4937 1659.0000   0.2540   0.2798 
  0.2830   0.4618 576.0000   0.3045   0.2645 
  0.2818   0.4720 1320.0000   0.2729   0.2898 
  0.1701   0.4545 1452.0000   0.1273   0.2058 
  0.5044   0.1681 113.0000   0.0000   0.6064 
  0.0420   0.4852 1999.0000   0.0680   0.0175 
  0.0823   0.4692 2892.0000   0.0685   0.0945 
  0.0000   0.4298 349.0000   0.0000   0.0000 
  0.1584   0.4880 789.0000   0.1922   0.1262 
  0.0201   0.5457 1444.0000   0.0279   0.0107 
  0.0338   0.5118 2251.0000   0.0313   0.0364 
  0.0180   0.5090 2057.0000   0.0096   0.0267 
  0.0838   0.4366 1981.0000   0.0763   0.0896 
  0.0896   0.5222 3014.0000   0.0813   0.0986 
  0.2526   0.4647 1928.0000   0.2333   0.2694 
  0.0511   0.5052 2017.0000   0.0393   0.0631 
  0.0486   0.5176 1563.0000   0.0470   0.0504 
  0.1457   0.4523 1448.0000   0.1038   0.1803 
  0.1178   0.4865 518.0000   0.1468   0.0902 
  0.0323   0.5084 1674.0000   0.0129   0.0522 
  0.0683   0.5117 1714.0000   0.0308   0.1075 
  0.0730   0.4978 2274.0000   0.0698   0.0762 
  0.1367   0.5039 256.0000   0.1318   0.1417 
  0.2007   0.4685 922.0000   0.1944   0.2061 
  0.1443   0.4372 915.0000   0.0950   0.1825 
  0.0539   0.4977 1539.0000   0.0300   0.0776 
  0.0000   0.5000  16.0000   0.0000   0.0000 
  0.0502   0.4830 2791.0000   0.0460   0.0541 
  0.0456   0.5311 1207.0000   0.0546   0.0353 
  0.1501   0.4701 1506.0000   0.1031   0.1917 
  0.0731   0.5060 1176.0000   0.0336   0.1136 
  0.1488   0.4800 1075.0000   0.1221   0.1735 
  0.1120   0.4850 1330.0000   0.0884   0.1343 
  0.1432   0.4714 908.0000   0.1051   0.1771 
  0.0490   0.5070 1142.0000   0.0380   0.0604 
  0.1322   0.5198 1210.0000   0.0922   0.1756 
  0.0573   0.4646 960.0000   0.0291   0.0817 
  0.1206   0.5301 564.0000   0.0870   0.1585 
  0.1335   0.5059 1109.0000   0.0998   0.1679 
  0.2094   0.4813 1442.0000   0.1628   0.2527 
  0.0864   0.4773 440.0000   0.0952   0.0783 
  0.0891   0.5501 1178.0000   0.0725   0.1094 
  0.1701   0.4406 488.0000   0.1674   0.1722 
  0.0874   0.4520 469.0000   0.0330   0.1323 
  0.1859   0.4247 1248.0000   0.1755   0.1936 
  0.0901   0.4380 1121.0000   0.0876   0.0921 
  0.1432   0.5274 1864.0000   0.0997   0.1918 
  0.1646   0.5043 577.0000   0.1271   0.2028 
  0.2565   0.3826 230.0000   0.2045   0.2887 
  0.0046   0.4609 1087.0000   0.0000   0.0085 
  0.0000   0.5366  41.0000   0.0000   0.0000 
  0.0121   0.5380 829.0000   0.0000   0.0261 
  0.0714   0.5000 350.0000   0.0000   0.1429 
  0.5000   0.4754 772.0000   0.5341   0.4691 
  0.0219   0.5207 1642.0000   0.0140   0.0305 
  0.1584   0.4704 827.0000   0.1491   0.1667 
  0.0000   0.4839 217.0000   0.0000   0.0000 
  0.2621   0.5188 1091.0000   0.2509   0.2743 
  0.2521   0.4826 1293.0000   0.2196   0.2825 
  0.2066   0.5084 1660.0000   0.1896   0.2243 
  0.1866   0.4688 1120.0000   0.1410   0.2269 
  0.0633   0.4783 853.0000   0.0588   0.0674 
  0.1504   0.4956 113.0000   0.1429   0.1579 
  0.4914   0.4914 525.0000   0.4729   0.5094 
  0.2645   0.4837 552.0000   0.2734   0.2561 
  0.2657   0.4247 478.0000   0.2167   0.3018 
  0.0530   0.4236 661.0000   0.0214   0.0761 
  0.0000   0.4775 222.0000   0.0000   0.0000 
  0.2226   0.4028 638.0000   0.1284   0.2861 
  0.1418   0.4405 656.0000   0.1419   0.1417 
  0.3730   0.4685 890.0000   0.3765   0.3700 
  0.3055   0.4144 3489.0000   0.2621   0.3363 
  0.1629   0.4599 761.0000   0.0971   0.2190 
  0.0399   0.4374 551.0000   0.0000   0.0710 
  0.0494   0.4806 851.0000   0.0171   0.0792 
  0.0181   0.4802 885.0000   0.0000   0.0348 
  0.0335   0.5184 1792.0000   0.0215   0.0463 
  0.0503   0.5165 1212.0000   0.0272   0.0751 
  0.0920   0.5043 1152.0000   0.0723   0.1121 
  0.0456   0.5665 789.0000   0.0447   0.0468 
  0.0201   0.4523 1342.0000   0.0049   0.0327 
  0.0881   0.4760 874.0000   0.0841   0.0917 
  0.0188   0.4563 743.0000   0.0118   0.0248 
  0.0947   0.5330 940.0000   0.0399   0.1572 
  0.0594   0.4678 1212.0000   0.0494   0.0682 
  0.0711   0.4539 1476.0000   0.0388   0.0980 
  0.1451   0.5492 386.0000   0.1887   0.0920 
  0.0397   0.5147 1057.0000   0.0165   0.0643 
  0.0578   0.4867 1886.0000   0.0436   0.0713 
  0.1980   0.4897 1121.0000   0.1439   0.2500 
  0.1594   0.5217 853.0000   0.1281   0.1936 
  0.0921   0.4776 1227.0000   0.0768   0.1061 
  0.0923   0.5301 715.0000   0.0871   0.0982 
  0.1580   0.4952 1658.0000   0.1206   0.1947 
  0.1652   0.5053 1217.0000   0.1610   0.1694 
  0.0501   0.5123 1257.0000   0.0326   0.0685 
  0.1169   0.4959 1480.0000   0.0913   0.1421 
  0.1595   0.4828 1135.0000   0.1697   0.1499 
  0.2819   0.4749 1472.0000   0.2933   0.2717 
  0.0242   0.4860 786.0000   0.0000   0.0470 
  0.2219   0.4525 915.0000   0.1812   0.2555 
  0.2013   0.5210 929.0000   0.1694   0.2360 
  0.2258   0.4669 846.0000   0.1342   0.3060 
  0.1721   0.5391 1139.0000   0.1352   0.2152 
  0.3675   0.4480 1230.0000   0.3358   0.3932 
  0.1049   0.4951 810.0000   0.1197   0.0905 
  0.2139   0.4551 991.0000   0.1729   0.2481 
  0.4680   0.4417 1218.0000   0.3866   0.5324 
  0.1234   0.4615 2026.0000   0.0973   0.1457 
  0.2018   0.4785 2765.0000   0.1633   0.2372 
  0.2079   0.4959 1087.0000   0.1985   0.2172 
  0.2266   0.4336 821.0000   0.1966   0.2495 
  0.1355   0.4409 812.0000   0.0531   0.2004 
  0.0000   0.4978 679.0000   0.0000   0.0000 
  0.2257   0.4499 709.0000   0.2006   0.2462 
  0.0630   0.4768 667.0000   0.0503   0.0745 
  0.0884   0.4391 1380.0000   0.0710   0.1021 
  0.0968   0.4516  31.0000   0.0000   0.1765 
  0.0244   0.4841 409.0000   0.0000   0.0474 
  0.1207   0.4194 961.0000   0.0769   0.1523 
  0.0000   0.4342 380.0000   0.0000   0.0000 
  0.1517   0.4378 402.0000   0.1307   0.1681 
  0.0410   0.4641 390.0000   0.0000   0.0766 
  0.0659   0.4614 622.0000   0.0627   0.0687 
  0.2166   0.4766 2138.0000   0.2051   0.2270 
  0.0481   0.4810 686.0000   0.0394   0.0562 
  0.3128   0.5082 1838.0000   0.2623   0.3650 
  0.2109   0.4923 1560.0000   0.2318   0.1907 
  0.1438   0.4641 1252.0000   0.0843   0.1952 
  0.2486   0.4570 1790.0000   0.2164   0.2757 
  0.2154   0.5129 1314.0000   0.2344   0.1953 
  0.0620   0.4604 1162.0000   0.0542   0.0686 
  0.5334   0.3866 913.0000   0.3626   0.6411 
  0.0626   0.5443 1038.0000   0.0619   0.0634 
  0.0728   0.4946 4379.0000   0.0623   0.0831 
  0.0629   0.5183 2431.0000   0.0540   0.0726 
  0.0110   0.5049 816.0000   0.0218   0.0000 
  0.1717   0.5345 769.0000   0.1411   0.2067 
  0.1890   0.5468 1090.0000   0.1829   0.1964 
  0.1267   0.5166 1752.0000   0.0950   0.1606 
  0.1203   0.4884 989.0000   0.1201   0.1206 
  0.2687   0.4403 1299.0000   0.2378   0.2930 
  0.2016   0.5218 734.0000   0.1593   0.2479 
  0.1030   0.4525 864.0000   0.0818   0.1205 
  0.0588   0.4294 680.0000   0.0719   0.0490 
  0.6324   0.4412  68.0000   0.4000   0.8158 
  0.1681   0.4985 684.0000   0.1320   0.2041 
  0.2939   0.4429 490.0000   0.1659   0.3956 
  0.6030   0.5881 403.0000   0.5401   0.6928 
  0.2039   0.5950 363.0000   0.1620   0.2653 
  0.6450   0.4250 400.0000   0.5647   0.7043 
  0.3801   0.3546 392.0000   0.2590   0.4466 
  0.4350   0.3453 223.0000   0.1169   0.6027 
  0.2817   0.4745 607.0000   0.2292   0.3292 
  0.3038   0.5190  79.0000   0.3902   0.2105 
  0.5631   0.4642 1062.0000   0.5030   0.6151 
  0.2588   0.4036 877.0000   0.1751   0.3155 
  0.2709   0.3923 1063.0000   0.1559   0.3452 
  0.0893   0.4544 504.0000   0.0655   0.1091 
  0.0400   0.5161 775.0000   0.0600   0.0187 
  0.0673   0.4544 2258.0000   0.0448   0.0860 
  0.0000   0.5309 550.0000   0.0000   0.0000 
  0.2317   0.4495 1286.0000   0.1886   0.2669 
  0.2118   0.4290 373.0000   0.0813   0.3099 
  0.0000   0.5342 1095.0000   0.0000   0.0000 
  0.0321   0.4756 1310.0000   0.0289   0.0349 
  0.0450   0.5248 1090.0000   0.0332   0.0579 
  0.1432   0.4745 1802.0000   0.1111   0.1721 
  0.2119   0.5136 1213.0000   0.2135   0.2102 
  0.1580   0.4831 1329.0000   0.2056   0.1135 
  0.3681   0.4475 1638.0000   0.3561   0.3779 
  0.1530   0.4811 2798.0000   0.1389   0.1660 
  0.0000   0.5071 493.0000   0.0000   0.0000 
  0.0000   0.5491 275.0000   0.0000   0.0000 
  0.0726   0.5000 124.0000   0.0000   0.1452 
  0.0788   0.4507 1307.0000   0.0866   0.0724 
  0.4032   0.4222 739.0000   0.4744   0.3513 
  0.1966   0.3580 824.0000   0.0000   0.3062 
  0.0216   0.4269 1251.0000   0.0112   0.0293 
  0.1733   0.4195 329.0000   0.1232   0.2094 
  0.0639   0.4635 438.0000   0.0887   0.0426 
  0.1703   0.4514 370.0000   0.0419   0.2759 
  0.0778   0.5667  90.0000   0.1373   0.0000 
  0.0000   0.5319 235.0000   0.0000   0.0000 
  0.4484   0.5587 562.0000   0.4299   0.4718 
  0.0595   0.5136 991.0000   0.0373   0.0830 
  0.3602   0.5280 161.0000   0.3176   0.4079 
  0.3350   0.5102 394.0000   0.1940   0.4819 
  0.1677   0.4759 1139.0000   0.0756   0.2513 
  0.3326   0.3906 448.0000   0.2686   0.3736 
  0.2276   0.5108 646.0000   0.1939   0.2627 
  0.6347   0.3986 2910.0000   0.6103   0.6509 
  0.2123   0.4304 848.0000   0.0685   0.3209 
  0.1474   0.5798 821.0000   0.1471   0.1478 
  0.4541   0.4476 925.0000   0.3816   0.5127 
  0.1702   0.4202 188.0000   0.2152   0.1376 
  0.5419   0.5433 681.0000   0.3919   0.7203 
  0.4875   0.4591 562.0000   0.3682   0.5888 
  0.4603   0.4349 315.0000   0.3504   0.5449 
  0.2934   0.4566 1244.0000   0.2148   0.3595 
  0.0393   0.4835 1272.0000   0.0553   0.0244 
  0.1033   0.5171 2013.0000   0.1153   0.0905 
  0.0690   0.4872 3984.0000   0.0443   0.0925 
  0.0164   0.5303 1156.0000   0.0310   0.0000 
  0.0940   0.4530 117.0000   0.0755   0.1094 
  0.0000   0.5000 826.0000   0.0000   0.0000 
  0.3512   0.4541 894.0000   0.2389   0.4447 
  0.0804   0.5311 1256.0000   0.0870   0.0730 
  0.1534   0.4623 1460.0000   0.1393   0.1656 
  0.2171   0.4432 1207.0000   0.1346   0.2827 
  0.1109   0.5139 1154.0000   0.0793   0.1444 
  0.2208   0.4485 874.0000   0.1862   0.2490 
  0.0879   0.4365 614.0000   0.0485   0.1185 
  0.1023   0.4856 694.0000   0.0979   0.1064 
  0.3681   0.4871 815.0000   0.4332   0.3062 
  0.3252   0.4478 987.0000   0.2919   0.3523 
  0.2661   0.4034 1304.0000   0.2053   0.3072 
  0.1109   0.4963 1082.0000   0.1099   0.1119 
  0.1194   0.4932 1022.0000   0.0774   0.1602 
  0.0779   0.5519 770.0000   0.0965   0.0551 
  0.1810   0.4582 945.0000   0.1339   0.2207 
  0.0463   0.4734 1016.0000   0.0312   0.0598 
  0.1149   0.4971 1201.0000   0.0720   0.1573 
  0.3106   0.4629 821.0000   0.2421   0.3696 
  0.3416   0.4255 1370.0000   0.3105   0.3647 
  0.1893   0.4819 1326.0000   0.1393   0.2358 
  0.1095   0.5054 831.0000   0.0643   0.1557 
  0.2249   0.4257 707.0000   0.1462   0.2833 
  0.0241   0.5261 1243.0000   0.0382   0.0085 
  0.2886   0.5304 856.0000   0.2026   0.3856 
  0.1920   0.4670 698.0000   0.2055   0.1801 
  0.1580   0.3655 747.0000   0.0769   0.2046 
  0.3352   0.4782 1259.0000   0.2658   0.3988 
  0.3162   0.4590 1050.0000   0.2427   0.3785 
  0.3421   0.4810 1029.0000   0.3152   0.3670 
  0.2202   0.4813 1467.0000   0.1785   0.2589 
  0.3090   0.4407 767.0000   0.1893   0.4033 
  0.2824   0.5189 871.0000   0.2566   0.3103 
  0.0092   0.5177 651.0000   0.0178   0.0000 
  0.6260   0.4072 1385.0000   0.5816   0.6565 
  0.1462   0.4761 773.0000   0.1522   0.1407 
  0.0833   0.5142 1021.0000   0.0457   0.1230 
  0.3651   0.4890 1268.0000   0.2935   0.4336 
  0.2612   0.4830 1294.0000   0.2480   0.2735 
  0.4378   0.4727 715.0000   0.3402   0.5252 
  0.2490   0.4550 723.0000   0.2462   0.2513 
  0.2814   0.4961 1528.0000   0.2375   0.3247 
  0.1892   0.4392 1052.0000   0.1299   0.2356 
  0.1687   0.5073 753.0000   0.1414   0.1968 
  0.1358   0.4803 1576.0000   0.1334   0.1380 
  0.2356   0.4954 658.0000   0.2025   0.2681 
  0.0482   0.4936 1410.0000   0.0259   0.0700 
  0.2358   0.3991 882.0000   0.2102   0.2528 
  0.1859   0.4340 1205.0000   0.1185   0.2375 
  0.3590   0.4098 610.0000   0.2440   0.4389 
  0.1449   0.5176 1111.0000   0.1130   0.1791 
  0.2439   0.4452 611.0000   0.2316   0.2537 
  0.0543   0.4377 1124.0000   0.0854   0.0301 
  0.3352   0.4924 528.0000   0.2692   0.3993 
  0.1473   0.4904 1297.0000   0.1226   0.1710 
  0.1778   0.4916 1125.0000   0.1429   0.2115 
  0.1467   0.4757 927.0000   0.1224   0.1687 
  0.2721   0.5025 1411.0000   0.2073   0.3376 
  0.2005   0.4505 1252.0000   0.1649   0.2297 
  0.3604   0.5069 505.0000   0.3633   0.3574 
  0.1880   0.4830 1383.0000   0.1841   0.1916 
  0.4792   0.3933 1106.0000   0.4184   0.5186 
  0.5401   0.4083 698.0000   0.5158   0.5569 
  0.1400   0.5540 657.0000   0.1209   0.1638 
  0.1263   0.4389 998.0000   0.0639   0.1750 
  0.2140   0.4702 1159.0000   0.1394   0.2801 
  0.2371   0.4632 1371.0000   0.2315   0.2418 
  0.1809   0.4574 1327.0000   0.1236   0.2292 
  0.2514   0.4450 1245.0000   0.2365   0.2634 
  0.0783   0.5073 2888.0000   0.0478   0.1096 
  0.0657   0.4405 2175.0000   0.0511   0.0772 
  0.0826   0.4709 327.0000   0.0909   0.0751 
  0.1261   0.4630 825.0000   0.0812   0.1648 
  0.0832   0.5148 1418.0000   0.0658   0.1017 
  0.1364   0.4544 1063.0000   0.0973   0.1690 
  0.1207   0.4444 936.0000   0.1490   0.0981 
  0.0711   0.4928 1463.0000   0.0361   0.1051 
  0.2739   0.4804 993.0000   0.2306   0.3140 
  0.2066   0.4961 1278.0000   0.1956   0.2174 
  0.1759   0.5698 523.0000   0.1644   0.1911 
  0.2539   0.4357 1221.0000   0.1711   0.3179 
  0.2489   0.5113 888.0000   0.2555   0.2419 
  0.0000   0.4852 946.0000   0.0000   0.0000 
  0.0129   0.4895 621.0000   0.0000   0.0252 
  0.0682   0.4736 1628.0000   0.0454   0.0887 
